scenario,var_group,var_name,category,mean_effect,hdi_2.5,hdi_97.5,prob_positive,prob_negative
PS0_baseline,factor,brand,NoEquip,0.02518077764969649,-0.0010179798092625348,0.0553742856574511,0.97040625,0.02959375
PS0_baseline,factor,brand,Basket,0.011425209559907131,-0.000687766827235052,0.02835859258286241,0.96753125,0.03246875
PS0_baseline,factor,brand,Cart,-0.010858439123345207,-0.025464999724544864,0.0003830351831214588,0.0296875,0.9703125
PS0_baseline,factor,brand,Trolley,-0.02574754808625842,-0.055516173866323036,0.0011150086492327446,0.02959375,0.97040625
PS0_baseline,factor,hedonic,NoEquip,-0.018487097918106973,-0.04267498230545508,0.004473737527817932,0.0565,0.9435
PS0_baseline,factor,hedonic,Basket,-0.011507132968638579,-0.03069870262712002,0.00227771350992425,0.05665625,0.94334375
PS0_baseline,factor,hedonic,Cart,0.007175477497331646,-0.0018628749662580532,0.018347170964363065,0.9410625,0.0589375
PS0_baseline,factor,hedonic,Trolley,0.02281875338941391,-0.005104282127475368,0.05566222641509918,0.9435,0.0565
PS0_baseline,factor,confused,NoEquip,-0.02485116133698056,-0.046340942020044414,-0.004408275101908433,0.00775,0.99225
PS0_baseline,factor,confused,Basket,-0.015807201808220806,-0.034696820018556646,-0.001934326067057457,0.0080625,0.9919375
PS0_baseline,factor,confused,Cart,0.0095099640579358,0.001246538285631678,0.020259133830451005,0.98903125,0.01096875
PS0_baseline,factor,confused,Trolley,0.03114839908726557,0.00491991127952316,0.06149324651064174,0.99225,0.00775
PS0_baseline,factor,perf,NoEquip,-0.005804568161264723,-0.026918950893717878,0.018854304067147998,0.30296875,0.69703125
PS0_baseline,factor,perf,Basket,-0.0035503704029938446,-0.018304271807965206,0.009623684721494611,0.3026875,0.6973125
PS0_baseline,factor,perf,Cart,0.0022038220270218507,-0.008274767431525184,0.011561173684355915,0.69625,0.30375
PS0_baseline,factor,perf,Trolley,0.007151116537236718,-0.019970197429803084,0.03361086205809769,0.69703125,0.30296875
PS0_baseline,factor,careless,NoEquip,0.044983426024603264,0.018221447929924004,0.07426679770085322,0.99975,0.00025
PS0_baseline,factor,careless,Basket,0.017884340747018612,0.0037333983585123133,0.03550769121774445,0.993375,0.006625
PS0_baseline,factor,careless,Cart,-0.01962714443003097,-0.03480115455970823,-0.00663957284467202,0.00025,0.99975
PS0_baseline,factor,careless,Trolley,-0.0432406223415909,-0.06864571206785232,-0.01925347630898424,0.00025,0.99975
PS0_baseline,factor,habit,NoEquip,-0.01693553667474304,-0.035370404160688276,0.0008890636686123131,0.03134375,0.96865625
PS0_baseline,factor,habit,Basket,-0.010185098441308542,-0.024697297304127373,0.0004996644215998993,0.031625,0.968375
PS0_baseline,factor,habit,Cart,0.006647252507969387,-0.0004195013213089418,0.015456604676038177,0.96675,0.03325
PS0_baseline,factor,habit,Trolley,0.020473382608082197,-0.001073457728243074,0.044752670583472515,0.96865625,0.03134375
PS0_baseline,factor,novelty,NoEquip,0.0013275545040536746,-0.019187587958237294,0.02242323168741295,0.569625,0.430375
PS0_baseline,factor,novelty,Basket,0.0002792537992254809,-0.012221359813447363,0.011423485109741782,0.56909375,0.43090625
PS0_baseline,factor,novelty,Cart,-0.0006244652896162006,-0.009993391291764603,0.008098058565668287,0.42996875,0.57003125
PS0_baseline,factor,novelty,Trolley,-0.000982343013662955,-0.023219956077931293,0.02313998784095331,0.430375,0.569625
PS0_baseline,factor,value,NoEquip,-0.01610003114727016,-0.04039131359035088,0.00931501655916818,0.09715625,0.90284375
PS0_baseline,factor,value,Basket,-0.00998040473394495,-0.02898932523365462,0.0047672951513762765,0.0973125,0.9026875
PS0_baseline,factor,value,Cart,0.006211619580806523,-0.0038975000262024525,0.017322653758768188,0.900625,0.099375
PS0_baseline,factor,value,Trolley,0.019868816300408584,-0.010416835377328673,0.05246195237593655,0.90284375,0.09715625
PS0_baseline,gender,female,NoEquip,-0.016973507143919212,-0.05551858690061857,0.02116748633606485,0.184625,0.815375
PS0_baseline,gender,female,Basket,-0.009789770627879264,-0.03456629725182292,0.013180375525598031,0.18484375,0.81515625
PS0_baseline,gender,female,Cart,0.0067394789869706425,-0.00872406581381398,0.023984755748294666,0.81471875,0.18528125
PS0_baseline,gender,female,Trolley,0.020023798784827837,-0.025807802064485286,0.06553541557158389,0.815375,0.184625
PS0_baseline,handledag,Friday,NoEquip,0.06658478002144583,-0.005086315930419708,0.13817085578571722,0.96596875,0.03403125
PS0_baseline,handledag,Friday,Basket,0.02244060562279789,-0.002714646870037912,0.057313835473083316,0.95890625,0.04109375
PS0_baseline,handledag,Friday,Cart,-0.0292942779507973,-0.0625763977255743,0.002167104836735728,0.03403125,0.96596875
PS0_baseline,handledag,Friday,Trolley,-0.0597311076934464,-0.12387955733812259,0.005058291564133186,0.03403125,0.96596875
PS0_baseline,handledag,Monday,NoEquip,0.05405476200276,-0.012510965235906413,0.11786810037751037,0.9416875,0.0583125
PS0_baseline,handledag,Monday,Basket,0.019850194781975267,-0.0052856758405788575,0.05243990563668262,0.93859375,0.06140625
PS0_baseline,handledag,Monday,Cart,-0.023549825602225946,-0.051820937099430205,0.005472005802078097,0.0583125,0.9416875
PS0_baseline,handledag,Monday,Trolley,-0.050355131182509325,-0.10890675073416461,0.01229769725156875,0.0583125,0.9416875
PS0_baseline,handledag,Thursday,NoEquip,0.09470861546642095,0.022688165344087075,0.16602319077828404,0.9954375,0.0045625
PS0_baseline,handledag,Thursday,Basket,0.0266598222290541,0.0006682561637831958,0.06356343658585807,0.97853125,0.02146875
PS0_baseline,handledag,Thursday,Cart,-0.04184719070416644,-0.07523544753823704,-0.009815168285353674,0.0045625,0.9954375
PS0_baseline,handledag,Thursday,Trolley,-0.0795212469913086,-0.14057255451033712,-0.019659279892707757,0.0045625,0.9954375
PS0_baseline,handledag,Tuesday,NoEquip,0.048421434407370595,-0.016913332307518708,0.11357049338543768,0.92503125,0.07496875
PS0_baseline,handledag,Tuesday,Basket,0.018418448442326152,-0.006693932382494701,0.05043460762317791,0.92340625,0.07659375
PS0_baseline,handledag,Tuesday,Cart,-0.02096770465531676,-0.04869062390081702,0.007477734791895826,0.07496875,0.92503125
PS0_baseline,handledag,Tuesday,Trolley,-0.04587217819438,-0.10347508217735756,0.01619981868354118,0.07496875,0.92503125
PS0_baseline,handledag,Wednesday,NoEquip,0.1142054894616798,0.03986755265137659,0.19119244374533817,0.9990625,0.0009375
PS0_baseline,handledag,Wednesday,Basket,0.027386485257341518,-0.0015363304490567664,0.06633124879537555,0.967375,0.032625
PS0_baseline,handledag,Wednesday,Cart,-0.05034154032599009,-0.08186790349969475,-0.017337723156694625,0.0009375,0.9990625
PS0_baseline,handledag,Wednesday,Trolley,-0.09125043439303122,-0.1484052246899583,-0.03292561380377276,0.0009375,0.9990625
PS0_baseline,age,21-25 yr,NoEquip,0.0009640374777570573,-0.06884404397814345,0.06367221535289229,0.53703125,0.46296875
PS0_baseline,age,21-25 yr,Basket,0.0014306420511545946,-0.035386267352034984,0.03874313800865686,0.53709375,0.46290625
PS0_baseline,age,21-25 yr,Cart,-0.0008112373025805845,-0.027275916885264186,0.024118400350821072,0.463,0.537
PS0_baseline,age,21-25 yr,Trolley,-0.0015834422263310678,-0.07568024793518204,0.07948106916615363,0.46296875,0.53703125
PS0_baseline,age,26-30 yr,NoEquip,-0.028887469409212906,-0.09077001658555803,0.03599103108856375,0.20175,0.79825
PS0_baseline,age,26-30 yr,Basket,-0.01789367953937607,-0.05753017198259282,0.022976686150414843,0.20171875,0.79828125
PS0_baseline,age,26-30 yr,Cart,0.010585160066952431,-0.014425454851795496,0.03586838897729913,0.797875,0.202125
PS0_baseline,age,26-30 yr,Trolley,0.03619598888163655,-0.04438306367436273,0.11781558571394153,0.79825,0.20175
PS0_baseline,age,31-35 yr,NoEquip,-0.07354475361820885,-0.13097512041202833,-0.015321874260004984,0.00703125,0.99296875
PS0_baseline,age,31-35 yr,Basket,-0.058489789062594555,-0.10642921279529771,-0.012543245232005881,0.00703125,0.99296875
PS0_baseline,age,31-35 yr,Cart,0.02187278639983115,0.0005935331280777431,0.05057579098199898,0.97896875,0.02103125
PS0_baseline,age,31-35 yr,Trolley,0.11016175628097225,0.023796234433767535,0.19289221460410746,0.99296875,0.00703125
PS0_baseline,age,36-40 yr,NoEquip,-0.08211956232028794,-0.14722578478949933,-0.009133557715134523,0.0139375,0.9860625
PS0_baseline,age,36-40 yr,Basket,-0.07009541116428127,-0.13598994179027946,-0.006624348281750617,0.0139375,0.9860625
PS0_baseline,age,36-40 yr,Cart,0.02043117965344296,-0.004961191303472987,0.05133600655673677,0.94765625,0.05234375
PS0_baseline,age,36-40 yr,Trolley,0.13178379383112623,0.012428588755311765,0.24781437225729872,0.9860625,0.0139375
PS0_baseline,age,41-45 yr,NoEquip,-0.1169628144213447,-0.17640475467475888,-0.057695495142191015,0.000375,0.999625
PS0_baseline,age,41-45 yr,Basket,-0.11745139763431849,-0.1751411925150885,-0.05796442188691199,0.000375,0.999625
PS0_baseline,age,41-45 yr,Cart,0.014404723485281053,-0.024397663343170253,0.053479152744509234,0.79271875,0.20728125
PS0_baseline,age,41-45 yr,Trolley,0.2200094885703821,0.10757235159732785,0.3245703623630588,0.999625,0.000375
PS0_baseline,age,46-50 yr,NoEquip,-0.09239913472379192,-0.15589009564652584,-0.03269165115238061,0.002125,0.997875
PS0_baseline,age,46-50 yr,Basket,-0.08262089409993732,-0.14472166070943912,-0.028291703274595393,0.002125,0.997875
PS0_baseline,age,46-50 yr,Cart,0.021345602065335114,-0.0073584249918541185,0.05371549022076451,0.9345,0.0655
PS0_baseline,age,46-50 yr,Trolley,0.15367442675839413,0.05345307021359323,0.26475843186972803,0.997875,0.002125
PS0_baseline,age,51-55 yr,NoEquip,-0.09698463225700422,-0.1600870803482406,-0.03428691442301486,0.00184375,0.99815625
PS0_baseline,age,51-55 yr,Basket,-0.08873043046278561,-0.15310842000528888,-0.02825364586839355,0.00184375,0.99815625
PS0_baseline,age,51-55 yr,Cart,0.020152440266566613,-0.01165595091688865,0.05333839382028903,0.91571875,0.08428125
PS0_baseline,age,51-55 yr,Trolley,0.16556262245322323,0.05428331755109955,0.2803372466558708,0.99815625,0.00184375
PS0_baseline,age,56-60 yr,NoEquip,-0.09151706369817621,-0.16066273613116872,-0.013793384613511093,0.01209375,0.98790625
PS0_baseline,age,56-60 yr,Basket,-0.08272372922156665,-0.1581552387028684,-0.010508667366821545,0.01209375,0.98790625
PS0_baseline,age,56-60 yr,Cart,0.01921327346017915,-0.013034401162553451,0.0521905056145846,0.90890625,0.09109375
PS0_baseline,age,56-60 yr,Trolley,0.15502751945956372,0.0199913415356182,0.2919163034000288,0.98790625,0.01209375
PS0_baseline,age,61-65 yr,NoEquip,-0.12235393165564377,-0.1915914911338805,-0.04207793223146376,0.00403125,0.99596875
PS0_baseline,age,61-65 yr,Basket,-0.12983801239616438,-0.21648013280371625,-0.03425060942421101,0.00403125,0.99596875
PS0_baseline,age,61-65 yr,Cart,0.005275752987546504,-0.05577490780128167,0.05021718397532097,0.6193125,0.3806875
